OBJECTID,lat,long,monthave,date,site,name,month,day,year,dateorig,doy
449,34.3623,-106.7019,0.029142594,2015-3-15T00:00:00.000Z,US-Seg,Sevilleta grassland,3,15,2015,3/15/2015 0:00,74
450,34.3623,-106.7019,0.097096138,2015-4-15T00:00:00.000Z,US-Seg,Sevilleta grassland,4,15,2015,4/15/2015 0:00,105
451,34.3623,-106.7019,0.059823211,2015-5-15T00:00:00.000Z,US-Seg,Sevilleta grassland,5,15,2015,5/15/2015 0:00,135
452,34.3623,-106.7019,0.154148012,2015-6-15T00:00:00.000Z,US-Seg,Sevilleta grassland,6,15,2015,6/15/2015 0:00,166
453,34.3623,-106.7019,0.140344605,2015-7-15T00:00:00.000Z,US-Seg,Sevilleta grassland,7,15,2015,7/15/2015 0:00,196
454,34.3623,-106.7019,0.084633075,2015-8-15T00:00:00.000Z,US-Seg,Sevilleta grassland,8,15,2015,8/15/2015 0:00,227
455,34.3623,-106.7019,0.091059648,2015-9-15T00:00:00.000Z,US-Seg,Sevilleta grassland,9,15,2015,9/15/2015 0:00,258
456,34.3623,-106.7019,0.046890769,2015-10-15T00:00:00.000Z,US-Seg,Sevilleta grassland,10,15,2015,10/15/2015 0:00,288
457,34.3623,-106.7019,0.107521348,2015-11-15T00:00:00.000Z,US-Seg,Sevilleta grassland,11,15,2015,11/15/2015 0:00,319
458,34.3623,-106.7019,0.011999375,2015-12-15T00:00:00.000Z,US-Seg,Sevilleta grassland,12,15,2015,12/15/2015 0:00,349
459,34.3623,-106.7019,0.027253712,2016-3-15T00:00:00.000Z,US-Seg,Sevilleta grassland,3,15,2016,3/15/2016 0:00,75
460,34.3623,-106.7019,0.143325254,2016-4-15T00:00:00.000Z,US-Seg,Sevilleta grassland,4,15,2016,4/15/2016 0:00,106
461,34.3623,-106.7019,0.04655309,2016-5-15T00:00:00.000Z,US-Seg,Sevilleta grassland,5,15,2016,5/15/2016 0:00,136
462,34.3623,-106.7019,0.046414729,2016-6-15T00:00:00.000Z,US-Seg,Sevilleta grassland,6,15,2016,6/15/2016 0:00,167
463,34.3623,-106.7019,0.046046745,2016-7-15T00:00:00.000Z,US-Seg,Sevilleta grassland,7,15,2016,7/15/2016 0:00,197
464,34.3623,-106.7019,0.107956067,2016-8-15T00:00:00.000Z,US-Seg,Sevilleta grassland,8,15,2016,8/15/2016 0:00,228
465,34.3623,-106.7019,0.166731313,2016-9-15T00:00:00.000Z,US-Seg,Sevilleta grassland,9,15,2016,9/15/2016 0:00,259
466,34.3623,-106.7019,0.051044349,2016-10-15T00:00:00.000Z,US-Seg,Sevilleta grassland,10,15,2016,10/15/2016 0:00,289
467,34.3623,-106.7019,0.048414946,2017-2-15T00:00:00.000Z,US-Seg,Sevilleta grassland,2,15,2017,2/15/2017 0:00,46
468,34.3623,-106.7019,0.050499659,2017-3-15T00:00:00.000Z,US-Seg,Sevilleta grassland,3,15,2017,3/15/2017 0:00,74
469,34.3623,-106.7019,0.049927123,2017-4-15T00:00:00.000Z,US-Seg,Sevilleta grassland,4,15,2017,4/15/2017 0:00,105
470,34.3623,-106.7019,0.148629695,2017-5-15T00:00:00.000Z,US-Seg,Sevilleta grassland,5,15,2017,5/15/2017 0:00,135
471,34.3623,-106.7019,0.079035215,2017-6-15T00:00:00.000Z,US-Seg,Sevilleta grassland,6,15,2017,6/15/2017 0:00,166
472,34.3623,-106.7019,0.125319451,2017-7-15T00:00:00.000Z,US-Seg,Sevilleta grassland,7,15,2017,7/15/2017 0:00,196
473,34.3623,-106.7019,0.007093583,2017-8-15T00:00:00.000Z,US-Seg,Sevilleta grassland,8,15,2017,8/15/2017 0:00,227
474,34.3623,-106.7019,0.020756405,2017-9-15T00:00:00.000Z,US-Seg,Sevilleta grassland,9,15,2017,9/15/2017 0:00,258
475,34.3623,-106.7019,0.037180018,2017-10-15T00:00:00.000Z,US-Seg,Sevilleta grassland,10,15,2017,10/15/2017 0:00,288
476,34.3623,-106.7019,0.069741301,2017-11-15T00:00:00.000Z,US-Seg,Sevilleta grassland,11,15,2017,11/15/2017 0:00,319
477,34.3623,-106.7019,0.030463243,2017-12-15T00:00:00.000Z,US-Seg,Sevilleta grassland,12,15,2017,12/15/2017 0:00,349
478,38.4133,-120.9507,0.087467492,2007-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2007,1/15/2007 0:00,15
479,38.4133,-120.9507,0.173567578,2007-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2007,2/15/2007 0:00,46
480,38.4133,-120.9507,0.393346697,2007-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2007,3/15/2007 0:00,74
481,38.4133,-120.9507,0.533192217,2007-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2007,4/15/2007 0:00,105
482,38.4133,-120.9507,0.460072815,2007-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2007,5/15/2007 0:00,135
483,38.4133,-120.9507,0.393786669,2007-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2007,6/15/2007 0:00,166
484,38.4133,-120.9507,0.386905938,2007-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2007,7/15/2007 0:00,196
485,38.4133,-120.9507,0.235612229,2007-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2007,8/15/2007 0:00,227
486,38.4133,-120.9507,0.190732136,2007-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2007,9/15/2007 0:00,258
487,38.4133,-120.9507,0.178054854,2007-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2007,10/15/2007 0:00,288
488,38.4133,-120.9507,0.069856703,2007-11-15T00:00:00.000Z,US-Var,Vaira Ranch,11,15,2007,11/15/2007 0:00,319
489,38.4133,-120.9507,0.142668471,2007-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2007,12/15/2007 0:00,349
490,38.4133,-120.9507,0.061202694,2008-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2008,1/15/2008 0:00,15
491,38.4133,-120.9507,0.214238301,2008-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2008,2/15/2008 0:00,46
492,38.4133,-120.9507,0.321246445,2008-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2008,3/15/2008 0:00,75
493,38.4133,-120.9507,0.376605123,2008-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2008,4/15/2008 0:00,106
494,38.4133,-120.9507,0.303399563,2008-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2008,5/15/2008 0:00,136
495,38.4133,-120.9507,0.295178145,2008-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2008,6/15/2008 0:00,167
496,38.4133,-120.9507,0.287678421,2008-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2008,7/15/2008 0:00,197
497,38.4133,-120.9507,0.298232496,2008-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2008,8/15/2008 0:00,228
498,38.4133,-120.9507,0.154619962,2008-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2008,9/15/2008 0:00,259
499,38.4133,-120.9507,0.190254018,2008-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2008,10/15/2008 0:00,289
500,38.4133,-120.9507,0.127161577,2008-11-15T00:00:00.000Z,US-Var,Vaira Ranch,11,15,2008,11/15/2008 0:00,320
501,38.4133,-120.9507,0.102957323,2008-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2008,12/15/2008 0:00,350
502,38.4133,-120.9507,0.007571991,2009-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2009,1/15/2009 0:00,15
503,38.4133,-120.9507,0.211170658,2009-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2009,2/15/2009 0:00,46
504,38.4133,-120.9507,0.396366,2009-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2009,3/15/2009 0:00,74
505,38.4133,-120.9507,0.458949387,2009-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2009,4/15/2009 0:00,105
506,38.4133,-120.9507,0.397426426,2009-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2009,5/15/2009 0:00,135
507,38.4133,-120.9507,0.261240214,2009-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2009,6/15/2009 0:00,166
508,38.4133,-120.9507,0.379874736,2009-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2009,7/15/2009 0:00,196
509,38.4133,-120.9507,0.287323207,2009-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2009,8/15/2009 0:00,227
510,38.4133,-120.9507,0.281543314,2009-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2009,9/15/2009 0:00,258
511,38.4133,-120.9507,0.084391393,2009-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2009,10/15/2009 0:00,288
512,38.4133,-120.9507,0.080062576,2009-11-15T00:00:00.000Z,US-Var,Vaira Ranch,11,15,2009,11/15/2009 0:00,319
513,38.4133,-120.9507,0.129465967,2009-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2009,12/15/2009 0:00,349
514,38.4133,-120.9507,0.126717329,2010-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2010,1/15/2010 0:00,15
515,38.4133,-120.9507,0.191781253,2010-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2010,2/15/2010 0:00,46
516,38.4133,-120.9507,0.376880407,2010-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2010,3/15/2010 0:00,74
517,38.4133,-120.9507,0.458825588,2010-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2010,4/15/2010 0:00,105
518,38.4133,-120.9507,0.535653055,2010-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2010,5/15/2010 0:00,135
519,38.4133,-120.9507,0.400133342,2010-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2010,6/15/2010 0:00,166
520,38.4133,-120.9507,0.362507373,2010-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2010,7/15/2010 0:00,196
521,38.4133,-120.9507,0.301561624,2010-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2010,8/15/2010 0:00,227
522,38.4133,-120.9507,0.215693101,2010-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2010,9/15/2010 0:00,258
523,38.4133,-120.9507,0.142097682,2010-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2010,10/15/2010 0:00,288
524,38.4133,-120.9507,0.171111301,2010-11-15T00:00:00.000Z,US-Var,Vaira Ranch,11,15,2010,11/15/2010 0:00,319
525,38.4133,-120.9507,0.138256654,2010-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2010,12/15/2010 0:00,349
526,38.4133,-120.9507,0.174848795,2011-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2011,1/15/2011 0:00,15
527,38.4133,-120.9507,0.167564675,2011-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2011,2/15/2011 0:00,46
528,38.4133,-120.9507,0.294546217,2011-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2011,3/15/2011 0:00,74
529,38.4133,-120.9507,0.466080934,2011-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2011,4/15/2011 0:00,105
530,38.4133,-120.9507,0.442037433,2011-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2011,5/15/2011 0:00,135
531,38.4133,-120.9507,0.47101894,2011-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2011,6/15/2011 0:00,166
532,38.4133,-120.9507,0.358047992,2011-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2011,7/15/2011 0:00,196
533,38.4133,-120.9507,0.292411417,2011-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2011,8/15/2011 0:00,227
534,38.4133,-120.9507,0.250623554,2011-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2011,9/15/2011 0:00,258
535,38.4133,-120.9507,0.215273902,2011-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2011,10/15/2011 0:00,288
536,38.4133,-120.9507,0.133018002,2011-11-15T00:00:00.000Z,US-Var,Vaira Ranch,11,15,2011,11/15/2011 0:00,319
537,38.4133,-120.9507,0.004435024,2011-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2011,12/15/2011 0:00,349
538,38.4133,-120.9507,0.118635871,2012-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2012,1/15/2012 0:00,15
539,38.4133,-120.9507,0.105918303,2012-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2012,2/15/2012 0:00,46
540,38.4133,-120.9507,0.146417275,2012-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2012,3/15/2012 0:00,75
541,38.4133,-120.9507,0.42612648,2012-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2012,4/15/2012 0:00,106
542,38.4133,-120.9507,0.344742149,2012-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2012,5/15/2012 0:00,136
543,38.4133,-120.9507,0.28175813,2012-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2012,6/15/2012 0:00,167
544,38.4133,-120.9507,0.256891072,2012-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2012,7/15/2012 0:00,197
545,38.4133,-120.9507,0.349531442,2012-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2012,8/15/2012 0:00,228
546,38.4133,-120.9507,0.105306223,2012-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2012,9/15/2012 0:00,259
547,38.4133,-120.9507,0.20503363,2012-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2012,10/15/2012 0:00,289
548,38.4133,-120.9507,0.114933133,2012-11-15T00:00:00.000Z,US-Var,Vaira Ranch,11,15,2012,11/15/2012 0:00,320
549,38.4133,-120.9507,0.121447526,2012-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2012,12/15/2012 0:00,350
550,38.4133,-120.9507,0.105335325,2013-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2013,1/15/2013 0:00,15
551,38.4133,-120.9507,0.192283779,2013-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2013,2/15/2013 0:00,46
552,38.4133,-120.9507,0.351252258,2013-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2013,3/15/2013 0:00,74
553,38.4133,-120.9507,0.361328185,2013-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2013,4/15/2013 0:00,105
554,38.4133,-120.9507,0.326501012,2013-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2013,5/15/2013 0:00,135
555,38.4133,-120.9507,0.504461288,2013-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2013,6/15/2013 0:00,166
556,38.4133,-120.9507,0.336035699,2013-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2013,7/15/2013 0:00,196
557,38.4133,-120.9507,0.136366501,2013-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2013,8/15/2013 0:00,227
558,38.4133,-120.9507,0.154919684,2013-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2013,9/15/2013 0:00,258
559,38.4133,-120.9507,0.095701508,2013-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2013,10/15/2013 0:00,288
560,38.4133,-120.9507,0.130301476,2013-11-15T00:00:00.000Z,US-Var,Vaira Ranch,11,15,2013,11/15/2013 0:00,319
561,38.4133,-120.9507,0.021602217,2013-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2013,12/15/2013 0:00,349
562,38.4133,-120.9507,0.06721738,2014-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2014,1/15/2014 0:00,15
563,38.4133,-120.9507,0.171938643,2014-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2014,2/15/2014 0:00,46
564,38.4133,-120.9507,0.417900592,2014-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2014,3/15/2014 0:00,74
565,38.4133,-120.9507,0.457252562,2014-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2014,4/15/2014 0:00,105
566,38.4133,-120.9507,0.302001983,2014-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2014,5/15/2014 0:00,135
567,38.4133,-120.9507,0.35383442,2014-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2014,6/15/2014 0:00,166
568,38.4133,-120.9507,0.224256113,2014-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2014,7/15/2014 0:00,196
569,38.4133,-120.9507,0.162938386,2014-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2014,8/15/2014 0:00,227
570,38.4133,-120.9507,0.138372913,2014-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2014,9/15/2014 0:00,258
571,38.4133,-120.9507,0.1191599,2014-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2014,10/15/2014 0:00,288
572,38.4133,-120.9507,0.129003152,2014-11-15T00:00:00.000Z,US-Var,Vaira Ranch,11,15,2014,11/15/2014 0:00,319
573,38.4133,-120.9507,0.091048159,2014-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2014,12/15/2014 0:00,349
574,38.4133,-120.9507,0.128501281,2015-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2015,1/15/2015 0:00,15
575,38.4133,-120.9507,0.271834135,2015-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2015,2/15/2015 0:00,46
576,38.4133,-120.9507,0.39507392,2015-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2015,3/15/2015 0:00,74
577,38.4133,-120.9507,0.307377756,2015-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2015,4/15/2015 0:00,105
578,38.4133,-120.9507,0.251362771,2015-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2015,5/15/2015 0:00,135
579,38.4133,-120.9507,0.331913501,2015-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2015,6/15/2015 0:00,166
580,38.4133,-120.9507,0.221318275,2015-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2015,7/15/2015 0:00,196
581,38.4133,-120.9507,0.226398155,2015-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2015,8/15/2015 0:00,227
582,38.4133,-120.9507,0.191190958,2015-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2015,9/15/2015 0:00,258
583,38.4133,-120.9507,0.017505724,2015-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2015,10/15/2015 0:00,288
584,38.4133,-120.9507,0.062820219,2015-11-15T00:00:00.000Z,US-Var,Vaira Ranch,11,15,2015,11/15/2015 0:00,319
585,38.4133,-120.9507,0.03245515,2015-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2015,12/15/2015 0:00,349
586,38.4133,-120.9507,0.103262641,2016-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2016,1/15/2016 0:00,15
587,38.4133,-120.9507,0.198410392,2016-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2016,2/15/2016 0:00,46
588,38.4133,-120.9507,0.470056802,2016-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2016,3/15/2016 0:00,75
589,38.4133,-120.9507,0.341992646,2016-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2016,4/15/2016 0:00,106
590,38.4133,-120.9507,0.297992378,2016-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2016,5/15/2016 0:00,136
591,38.4133,-120.9507,0.296946019,2016-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2016,6/15/2016 0:00,167
592,38.4133,-120.9507,0.247529954,2016-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2016,7/15/2016 0:00,197
593,38.4133,-120.9507,0.269819081,2016-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2016,8/15/2016 0:00,228
594,38.4133,-120.9507,0.123271964,2016-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2016,9/15/2016 0:00,259
595,38.4133,-120.9507,0.146847516,2016-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2016,10/15/2016 0:00,289
596,38.4133,-120.9507,0.175524935,2016-11-15T00:00:00.000Z,US-Var,Vaira Ranch,11,15,2016,11/15/2016 0:00,320
597,38.4133,-120.9507,0.164286047,2016-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2016,12/15/2016 0:00,350
598,38.4133,-120.9507,0.200265259,2017-1-15T00:00:00.000Z,US-Var,Vaira Ranch,1,15,2017,1/15/2017 0:00,15
599,38.4133,-120.9507,0.244045332,2017-2-15T00:00:00.000Z,US-Var,Vaira Ranch,2,15,2017,2/15/2017 0:00,46
600,38.4133,-120.9507,0.35266754,2017-3-15T00:00:00.000Z,US-Var,Vaira Ranch,3,15,2017,3/15/2017 0:00,74
601,38.4133,-120.9507,0.500432789,2017-4-15T00:00:00.000Z,US-Var,Vaira Ranch,4,15,2017,4/15/2017 0:00,105
602,38.4133,-120.9507,0.490696996,2017-5-15T00:00:00.000Z,US-Var,Vaira Ranch,5,15,2017,5/15/2017 0:00,135
603,38.4133,-120.9507,0.297246903,2017-6-15T00:00:00.000Z,US-Var,Vaira Ranch,6,15,2017,6/15/2017 0:00,166
604,38.4133,-120.9507,0.305067748,2017-7-15T00:00:00.000Z,US-Var,Vaira Ranch,7,15,2017,7/15/2017 0:00,196
605,38.4133,-120.9507,0.250437647,2017-8-15T00:00:00.000Z,US-Var,Vaira Ranch,8,15,2017,8/15/2017 0:00,227
606,38.4133,-120.9507,0.169096634,2017-9-15T00:00:00.000Z,US-Var,Vaira Ranch,9,15,2017,9/15/2017 0:00,258
607,38.4133,-120.9507,0.136113271,2017-10-15T00:00:00.000Z,US-Var,Vaira Ranch,10,15,2017,10/15/2017 0:00,288
608,38.4133,-120.9507,0.085560322,2017-12-15T00:00:00.000Z,US-Var,Vaira Ranch,12,15,2017,12/15/2017 0:00,349
